"Player","League","Team","Position","Age","Market value","Contract expires","Matches played","Minutes played","Goals","xG","Assists","xA","Birth country","Foot","Height","Successful defensive actions per 90","Defensive duels per 90","Defensive duels won, %","Aerial duels per 90","Aerial duels won, %","Shots blocked per 90","PAdj Interceptions","Successful attacking actions per 90","Non-penalty goals per 90","xG per 90","Head goals per 90","Shots per 90","Shots on target, %","Goal conversion, %","Crosses per 90","Accurate crosses, %","Dribbles per 90","Successful dribbles, %","Offensive duels per 90","Offensive duels won, %","Touches in box per 90","Progressive runs per 90","Accelerations per 90","Passes per 90","Accurate passes, %","Forward passes per 90","Accurate forward passes, %","Long passes per 90","Accurate long passes, %","xA per 90","Smart passes per 90","Key passes per 90","Passes to final third per 90","Accurate passes to final third, %","Passes to penalty area per 90","Accurate passes to penalty area, %","Deep completions per 90","Progressive passes per 90","Accurate progressive passes, %"
"M. van Brederode","Belgium 1.","Mechelen","CF, AMF, LWF","22","3500000","","8","598","3","0.97","1","1.07","Netherlands","right","174","3.16","3.01","60","1.05","14.29","0","1.81","3.76","0.3","0.15","0","1.05","57.14","42.857","2.26","40","4.52","50","12.79","42.35","2.11","2.11","0","30.25","85.57","7.07","72.34","1.2","62.5","0.16","0","0.75","2.41","87.5","2.71","72.22","1.51","4.06","74.07"
"N. Adedeji-Sternberg","Belgium 1.","Genk","LAMF, CF","20","1200000","","13","586","0","0.69","0","0.88","Belgium","right","179","6.3","5.07","72.73","1.69","45.45","0","4.68","6.3","0","0.11","0","1.54","20","0","3.38","45.45","7.06","63.04","17.2","45.54","3.38","2.76","0.31","38.09","84.68","5.38","80","0.77","60","0.14","0","0.77","3.07","80","3.99","53.85","1.84","5.53","94.44"
"Marwan Al Sahafi","Belgium 1.","Antwerp","CF","21","0","","9","583","1","0.94","0","0.66","Saudi Arabia","right","188","2.78","2.32","66.67","2.47","31.25","0","1.45","2.16","0.15","0.15","0","1.23","37.5","12.5","1.23","37.5","1.85","66.67","4.79","45.16","3.55","1.23","0","15.44","81","2.47","68.75","0.62","25","0.1","0","0.15","0.77","100","0.46","33.33","0.46","2.01","61.54"
"K. Nkuba","Belgium 1.","Genk","RB","23","3500000","2028-06-30","9","579","1","0.64","0","0.04","Belgium","right","179","7.15","5.91","57.89","1.24","12.5","0.16","6","2.64","0.16","0.1","0","1.55","40","10","4.51","10.34","3.73","41.67","8.24","35.85","2.18","2.18","0.47","44.92","79.58","14.46","73.12","2.8","61.11","0.01","0.16","0.16","4.82","74.19","3.42","36.36","0.62","6.37","73.17"
"A. Traoré","Belgium 1.","OH Leuven","CF, AMF","18","0","2028-06-30","11","577","0","1.57","0","0.13","Guinea","right","0","2.5","4.21","29.63","8.42","16.67","0","1.54","2.65","0","0.25","0","2.5","18.75","0","0.78","20","4.37","46.43","12.17","29.49","3.74","2.03","0.31","12.32","67.09","2.81","72.22","0.78","20","0.02","0.16","0","1.09","57.14","1.09","42.86","0","1.72","63.64"
"M. Doumbia","Belgium 1.","Antwerp","LCMF","21","0","2030-06-30","6","573","2","1.7","1","0.05","Mali","right","186","5.03","4.08","73.08","1.88","25","0","2.62","4.08","0.16","0.27","0","1.57","30","20","0.63","25","4.4","71.43","14.45","46.74","0.16","2.83","0.47","27.33","90.23","8.95","87.72","2.04","69.23","0.01","0.31","0.31","6.91","86.36","1.26","50","0.63","5.34","94.12"
"M. Pau","Belgium 1.","La Louvière","RCMF, RW","25","0","","10","570","1","0.47","0","2.09","France","left","170","5.68","5.84","59.46","1.58","10","0","2.43","2.05","0.16","0.07","0","0.79","40","20","3.47","27.27","2.05","30.77","6.95","31.82","1.89","1.26","0.16","24.79","67.52","6.32","55","1.58","20","0.33","0.16","0.47","3.63","47.83","4.26","48.15","1.11","4.42","75"
"S. Gavriel","Belgium 1.","Zulte-Waregem","RAMF, RW","23","0","2026-06-30","12","551","0","1.31","1","1.11","Cyprus","left","180","2.94","4.57","42.86","1.47","55.56","0","1.17","4.25","0","0.21","0","2.45","33.33","0","2.29","35.71","4.25","61.54","8.49","48.08","2.94","2.29","0.16","23.68","72.41","5.88","66.67","2.61","56.25","0.18","0","0.33","2.78","82.35","2.45","66.67","0.98","4.74","75.86"
"M. Guindo","Belgium 1.","La Louvière","CF","22","0","","10","550","0","2.06","0","0","Belgium","right","182","3.6","3.11","52.63","5.56","29.41","0","1.99","1.47","0","0.34","0","2.45","20","0","0.33","0","1.8","45.45","7.69","21.28","3.27","0.82","0.33","8.84","59.26","2.45","33.33","0.82","20","0","0.16","0","1.31","37.5","0.65","50","0.49","0.98","83.33"
"A. Muja","Belgium 1.","Sint-Truiden","RAMF, RW, RWF","26","4500000","2027-06-30","7","548","1","1.25","0","0.32","Albania","right","179","4.6","4.93","76.67","2.14","23.08","0","1.02","3.45","0","0.21","0","1.48","44.44","11.111","2.63","31.25","3.61","54.55","9.53","31.03","4.11","2.46","0.33","40.89","77.91","6.41","51.28","3.28","50","0.05","0","0.16","2.96","44.44","3.61","36.36","1.48","3.45","66.67"
"S. Kaba","Belgium 1.","OH Leuven","CF","30","1500000","2027-06-30","7","541","2","2.1","0","0.19","Guinea","right","191","2.33","1.16","42.86","10.65","39.06","0","2.39","0.5","0.33","0.35","0.17","2","25","16.667","0.17","0","0.33","0","6.99","33.33","3.83","0.5","0","11.65","60","2.33","35.71","1","16.67","0.03","0","0","0.67","50","0.67","50","0.5","1.5","22.22"
"F. Adekami","Belgium 1.","Antwerp","CF, LWB","19","0","2027-06-30","9","537","2","1.31","1","0.5","Côte d'Ivoire","","0","3.02","5.53","42.42","2.51","20","0","1.22","5.7","0.34","0.22","0","2.18","61.54","15.385","1.01","66.67","7.71","41.3","14.25","41.18","2.01","3.02","0.17","19.94","81.51","6.2","72.97","1.51","66.67","0.08","0.67","0.34","2.18","69.23","1.68","70","1.01","3.69","86.36"
"B. Verstraete","Belgium 1.","OH Leuven","RCMF, RDMF, LDMF","31","1800000","2027-06-30","8","527","0","0","0","0","Belgium","right","174","7.51","5.81","64.71","2.56","80","0.17","4.44","0.34","0","0","0","0","0","0","0.17","100","0.34","50","1.71","60","0","0.34","0","28.35","83.73","7.17","69.05","2.9","47.06","0","0","0","4.27","72","1.37","37.5","0.51","4.61","62.96"
"N. Sattlberger","Belgium 1.","Genk","RDMF, DMF","21","1500000","","10","524","0","0.26","1","0.19","Austria","right","191","6.7","7.04","56.1","2.92","52.94","0.17","4.16","0.52","0","0.05","0","0.52","66.67","0","0.17","100","0.34","0","1.37","37.5","0.52","0.17","0","34.01","87.37","9.27","75.93","2.92","76.47","0.03","0","0.34","5.67","78.79","1.03","66.67","0.52","4.12","70.83"
"B. Raman","Belgium 1.","Mechelen","CF, AMF","31","1300000","","11","522","1","1.45","2","0.48","Belgium","right","172","3.45","4.14","54.17","1.38","12.5","0","1.35","1.9","0.17","0.25","0","1.55","44.44","11.111","1.9","18.18","2.07","41.67","5.17","30","3.1","1.03","0","16.21","67.02","3.28","36.84","1.55","77.78","0.08","0.17","0.69","1.9","54.55","1.21","85.71","1.03","2.07","75"
"C. Ikwuemesi","Belgium 1.","OH Leuven","CF","24","1800000","","9","510","1","1.15","0","0.03","Nigeria","right","195","3.18","2.65","53.33","3.53","20","0.18","2.13","0.88","0.18","0.2","0","1.41","37.5","12.5","0.18","0","1.94","18.18","8.47","27.08","2.29","0.71","0","9.53","77.78","2.65","60","0.88","40","0.01","0","0","0.88","60","1.06","50","0.53","1.06","83.33"
"C. Terho","Belgium 1.","OH Leuven","AMF, RCMF, RAMF","22","2200000","2026-06-30","9","510","0","0.98","0","0.39","Finland","left","184","7.06","7.59","58.14","1.76","10","0","2.85","3.53","0","0.17","0","2.12","41.67","0","2.82","50","2.12","58.33","4.59","42.31","3","1.06","0.18","19.06","63.89","7.94","57.78","2.12","50","0.07","0.18","0.35","3.35","52.63","2.47","64.29","0.35","5.47","67.74"
"T. Nozawa","Belgium 1.","Antwerp","GK","22","600000","","5","505","0","0","0","0","Japan","right","193","1.43","0","0","0.36","50","0","2.18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20.5","79.13","13.37","70.67","9.45","58.49","0","0","0","3.39","57.89","0.18","0","0","7.84","68.18"
"Y. Thoelen","Belgium 1.","Antwerp","GK","35","200000","","5","502","0","0","0","0","Belgium","right","188","1.08","0","0","0.36","100","0","1.48","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19.72","84.55","12.01","74.63","8.61","64.58","0","0","0","3.23","61.11","0","0","0.18","6.1","85.29"
"O. De Wolf","Belgium 1.","Mechelen","GK","28","300000","2027-06-30","5","501","0","0","0","0","Belgium","left","190","1.26","0","0","0.36","100","0","1.64","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21.74","89.26","8.44","74.47","6.29","65.71","0","0","0","2.34","61.54","0","0","0","3.77","85.71"
"K. Sardella","Belgium 1.","Anderlecht","RB","23","5000000","2028-06-30","9","497","0","0.17","1","0.23","Belgium","right","177","7.24","6.88","44.74","3.26","61.11","0.54","4.96","1.99","0","0.03","0","0.72","50","0","3.8","23.81","1.27","57.14","4.89","44.44","1.27","2.17","0.72","38.57","69.95","13.4","59.46","5.79","43.75","0.04","0","0.36","5.61","51.61","4.16","39.13","0.91","8.15","60"
"W. George","Belgium 1.","OH Leuven","RCMF, DMF","23","0","2028-06-30","7","492","0","0.05","1","0.33","Belgium","right","172","11.89","10.24","75","1.1","0","0.37","4.83","0.37","0","0.01","0","0.18","0","0","1.1","16.67","0.55","33.33","4.94","25.93","0.55","0.73","0","24.33","69.92","8.6","63.83","2.2","50","0.06","0","0.18","4.39","62.5","1.28","71.43","0.55","4.21","60.87"
"G. Yow","Belgium 1.","Westerlo","RAMF, LAMF","23","4000000","2026-06-30","12","491","2","1.88","0","0.42","United States","right","170","7.15","6.23","70.59","1.47","25","0","3.47","4.58","0.18","0.35","0","3.3","27.78","11.111","1.83","30","5.5","53.33","12.83","44.29","2.93","2.02","0","23.28","68.5","7.52","56.1","2.75","53.33","0.08","0.18","0.55","3.3","55.56","3.48","52.63","2.02","5.13","67.86"
"C. Vanhoutte","Belgium 1.","Union Saint-Gilloise","RCMF, LCMF","27","4500000","2027-06-30","5","486","0","0.47","1","1.73","Belgium","right","182","7.04","5.19","71.43","2.78","40","0","3.82","1.11","0","0.09","0","0.37","50","0","1.3","42.86","0.56","66.67","2.04","54.55","0.56","0.56","0","53.89","83.51","18.15","67.35","6.11","54.55","0.32","0","0","8.7","61.7","3.15","41.18","0.74","7.41","77.5"
"S. Gueulette","Belgium 1.","La Louvière","DMF, LCMF","25","0","","12","485","0","0.66","0","0","Belgium","right","174","9.28","4.82","76.92","4.82","38.46","0.19","5.87","0.37","0","0.12","0","0.74","25","0","0","0","0.56","33.33","0.93","20","1.3","0","0","19.11","73.79","6.87","62.16","1.48","50","0","0","0","3.34","61.11","0.37","50","0.19","3.53","52.63"
"M. Rasmussen","Belgium 1.","Union Saint-Gilloise","LCMF, AMF","27","2800000","2027-06-30","10","478","1","0.45","1","0.13","Norway","left","180","9.98","6.03","75","2.45","61.54","0.19","6.64","0.94","0.19","0.09","0","1.13","16.67","16.667","0.38","50","0.38","50","1.88","50","0.94","0.19","0","35.77","81.58","13.18","70","4.71","64","0.02","0.38","0.19","7.15","60.53","1.51","75","0.75","7.72","73.17"
"Y. Verschaeren","Belgium 1.","Anderlecht","RW, RAMF, AMF","24","8500000","","9","472","0","0.5","0","0","Belgium","right","172","5.91","4.77","88","1.14","16.67","0","2.43","2.48","0","0.09","0","1.53","37.5","0","1.72","44.44","1.91","50","6.29","39.39","1.72","1.53","0.19","34.13","83.8","7.44","71.79","3.43","61.11","0","0.19","0","4","85.71","1.72","66.67","0.38","3.81","85"
"N. Mehssatou","Belgium 1.","Standard Liège","AMF, CF, LDMF","23","0","2028-06-30","12","459","0","0.44","0","0.38","Belgium","right","173","3.53","3.73","57.89","0.59","0","0","1.89","1.96","0","0.09","0","1.18","66.67","0","1.76","22.22","2.75","28.57","8.24","38.1","2.35","1.96","0.2","32.35","78.79","7.84","62.5","1.57","50","0.07","0.2","0.2","3.53","66.67","1.96","50","1.18","4.51","56.52"
"O. Adewumi","Belgium 1.","Cercle Brugge","RW, CF","20","0","2028-06-30","11","433","1","2.29","0","0.04","Austria","","0","7.07","6.03","82.76","3.95","26.32","0","3.06","4.16","0.21","0.48","0","2.91","42.86","7.143","0.83","25","4.78","56.52","13.72","40.91","5.4","3.12","1.25","18.29","75","4.99","62.5","0.83","25","0.01","0","0.21","2.08","70","0.62","66.67","0.83","1.45","71.43"
"Y. Sor","Belgium 1.","Genk","LAMF","25","4000000","2027-06-30","9","431","0","1","0","0.58","Nigeria","right","179","4.39","5.01","58.33","1.46","14.29","0","2.59","3.55","0","0.21","0","2.09","40","0","2.71","46.15","2.92","50","6.47","41.94","2.92","2.3","0.21","31.74","76.97","6.06","62.07","1.25","50","0.12","0","0.63","3.13","53.33","3.55","58.82","0.84","5.22","72"
"J. Ito","Belgium 1.","Genk","RAMF, LAMF, LW","32","8000000","2028-06-30","7","430","2","0.68","0","1.41","Japan","right","177","4.19","3.35","56.25","1.47","14.29","0","4.13","4.81","0.42","0.14","0","2.09","50","20","4.81","43.48","3.98","36.84","10.05","27.08","2.72","2.93","0","46.67","77.13","11.51","60","2.93","64.29","0.3","0.42","1.05","4.19","55","7.12","55.88","1.88","7.33","91.43"
"K. Kouyaté","Belgium 1.","Antwerp","CB, CF","28","5000000","","9","428","0","0.69","0","0","Mali","right","192","8.83","5.68","70.37","7.99","47.37","0.84","5.17","0.42","0","0.15","0","0.84","50","0","0","0","0.42","0","1.05","40","0.84","0.21","0","35.96","83.04","11.14","62.26","4.42","42.86","0","0","0","2.52","33.33","0","0","0","4.84","60.87"
"M. Sambu","Belgium 1.","Dender","RB","29","0","2027-06-30","7","426","0","0.29","1","1.08","Belgium","right","185","8.45","5.28","76","1.69","62.5","0","4.45","2.96","0","0.06","0","0.85","50","0","2.75","38.46","2.32","63.64","6.34","36.67","2.11","0.85","0.42","33.38","74.05","10.56","54","1.69","37.5","0.23","0","0.85","2.96","57.14","2.96","42.86","0.63","6.13","62.07"
"A. Bertaccini","Belgium 1.","Anderlecht","CF, AMF, RAMF","25","900000","2027-06-30","8","424","3","2.31","1","1.1","Belgium","right","173","3.82","3.82","61.11","2.12","0","0.21","2.02","3.4","0.64","0.49","0","3.61","58.82","17.647","1.06","20","2.33","45.45","7","30.3","4.88","1.27","0.42","17.62","77.11","3.61","82.35","1.7","62.5","0.23","0","0.21","1.49","71.43","1.49","57.14","1.27","2.12","70"
"J. Pétris","Belgium 1.","Charleroi","RB","27","1200000","2029-06-30","5","417","0","0","0","0.37","France","right","183","4.53","2.81","61.54","2.37","81.82","0.22","3.83","2.81","0","0","0","0","0","0","3.24","40","1.73","75","7.55","57.14","1.51","3.02","0.86","36.04","76.05","12.52","65.52","4.96","65.22","0.08","0.43","0.65","5.61","61.54","2.16","60","0.22","6.91","87.5"
"R. Nyakossi","Belgium 1.","OH Leuven","LCB, CB","21","100000","2027-06-30","6","417","2","0.28","0","0.02","Switzerland","right","194","5.4","2.16","60","2.16","70","0.65","4.79","0.86","0.43","0.06","0.22","0.43","100","100","0","0","0.43","100","0.86","75","0.65","0.86","0","38.85","93.89","14.24","84.85","3.02","71.43","0.01","0.22","0","3.02","71.43","0.22","0","0.22","3.67","76.47"
"T. Degreef","Belgium 1.","Anderlecht","RCMF, RW, LWB","20","0","","10","407","1","0.67","0","0.2","Belgium","right","177","7.52","6.63","66.67","2.21","30","0.22","2.33","3.1","0.22","0.15","0","1.77","37.5","12.5","1.77","25","4.42","40","10.61","33.33","4.64","1.77","0.22","30.52","77.54","9.29","64.29","1.99","55.56","0.04","0.44","0","2.87","76.92","3.1","64.29","2.43","6.19","57.14"
"S. Kotto","Belgium 1.","Gent","CB, LCB","22","0","","6","401","0","0.05","0","0.1","Cameroon","left","190","8.08","5.16","69.57","7.18","62.5","0.67","6","0.22","0","0.01","0","0.22","0","0","0.22","100","0","0","1.35","33.33","0.45","0.22","0","65.54","89.04","18.18","70.37","6.06","44.44","0.02","0","0","6.06","48.15","0.67","33.33","0","6.28","71.43"
"I. Camara","Belgium 1.","Anderlecht","RB, RAMF","22","0","2030-06-30","8","400","0","0.09","1","0.62","Belgium","right","174","6.98","6.08","62.96","2.03","11.11","0.23","3.96","2.25","0","0.02","0","0.68","33.33","0","2.25","50","1.8","50","4.73","33.33","2.93","2.48","0.23","39.83","83.05","11.03","71.43","1.35","50","0.14","0","0.68","4.05","83.33","1.35","50","0.9","6.98","61.29"
"C. Huerta","Belgium 1.","Anderlecht","RAMF, RWF, LW","24","5000000","","7","398","1","1.07","0","0.86","Mexico","right","172","4.52","6.11","48.15","2.71","25","0","2.44","2.49","0.23","0.24","0","2.94","38.46","7.692","2.71","16.67","2.26","40","11.08","32.65","4.75","2.71","0.9","39.57","78.86","12.44","69.09","2.49","27.27","0.19","0.23","0.45","4.07","72.22","4.52","50","2.94","4.75","85.71"
